building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area
プレール・ドゥーク北新宿,マンション,東京都新宿区北新宿４丁目,8階建て, ＪＲ総武線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩11分ＪＲ総武線 大久保駅/徒歩11分,築18年,鉄筋コンクリート,7階,7.9万円,"8,000円",－,"79,000円",1K,19.95m²
プレール・ドゥーク西新宿,マンション,東京都新宿区西新宿４丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩7分都営大江戸線 都庁前駅/徒歩9分京王電鉄京王線 初台駅/徒歩11分,築18年,鉄筋コンクリート,3階,8.3万円,"10,000円",－,－,1K,22.04m²
マイネシュロッス四谷,マンション,東京都新宿区左門町,14階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分都営新宿線 曙橋駅/徒歩9分ＪＲ総武線 四ツ谷駅/徒歩11分,築18年,鉄骨鉄筋コンクリート,2階,11.5万円,"6,000円",－,－,1K,26.04m²
パークアクシス神楽坂ステージ,マンション,東京都新宿区水道町,8階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩7分ＪＲ総武線 飯田橋駅/徒歩15分,築18年,鉄筋コンクリート,3階,12.9万円,"8,000円",1ヶ月,－,1K,34.67m²
東京都新宿区西新宿４丁目,マンション,東京都新宿区西新宿４丁目,12階建て, 京王電鉄京王線 初台駅/徒歩6分都営大江戸線 西新宿五丁目駅/徒歩8分ＪＲ山手線 新宿駅/徒歩18分,築18年,鉄筋コンクリート,11階,13.5万円,"10,000円",1ヶ月,1ヶ月,1DK,35.59m²
グランアビテ四谷３丁目ステーションフロント,マンション,東京都新宿区四谷３丁目,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩1分都営新宿線 曙橋駅/徒歩9分東京メトロ丸ノ内線 新宿御苑前駅/徒歩11分,築18年,鉄筋コンクリート,8階,17万円,－,1ヶ月,1ヶ月,1DK,32.35m²
ガーネットコート四谷,マンション,東京都新宿区左門町,11階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分ＪＲ総武線 信濃町駅/徒歩7分都営大江戸線 国立競技場駅/徒歩12分,築18年,鉄骨鉄筋コンクリート,10階,22万円,"15,000円",1ヶ月,－,1LDK,52.36m²
スカイコート新宿曙橋第２,マンション,東京都新宿区住吉町,12階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分都営大江戸線 若松河田駅/徒歩16分,築19年,鉄筋コンクリート,2階,8.9万円,"10,500円",－,1ヶ月,1R,20m²
東京都新宿区新宿１丁目,マンション,東京都新宿区新宿１丁目,8階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分東京メトロ副都心線 新宿三丁目駅/徒歩11分,築19年,鉄筋コンクリート,1階,9.5万円,"10,000円",－,－,1K,32m²
東京都新宿区岩戸町,マンション,東京都新宿区岩戸町,15階建て, 都営大江戸線 牛込神楽坂駅/徒歩2分東京メトロ東西線 神楽坂駅/徒歩6分都営大江戸線 飯田橋駅/徒歩7分,築19年,鉄骨鉄筋コンクリート,5階,12.9万円,"10,000円",－,－,1K,32.24m²
カスタリア新宿御苑,マンション,東京都新宿区新宿２丁目,15階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分ＪＲ山手線 新宿駅/徒歩10分,築19年,鉄骨鉄筋コンクリート,3階,13.4万円,"10,000円",1ヶ月,1ヶ月,1R,32.17m²
フォルム四谷外苑東,マンション,東京都新宿区左門町,15階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分ＪＲ総武線 信濃町駅/徒歩7分都営大江戸線 国立競技場駅/徒歩14分,築19年,鉄骨鉄筋コンクリート,5階,19.5万円,"13,000円",1ヶ月,1ヶ月,1LDK,46.6m²
レジディア新宿イーストⅡ,マンション,東京都新宿区新宿５丁目,10階建て, 都営新宿線 新宿三丁目駅/徒歩5分東京メトロ丸ノ内線 新宿御苑前駅/徒歩7分ＪＲ山手線 新宿駅/徒歩10分,築19年,鉄筋コンクリート,3階,9.2万円,"8,000円",1ヶ月,1ヶ月,1K,20.79m²
グランド・ガーラ西新宿ＥＡＳＴ,マンション,東京都新宿区西新宿５丁目,12階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩7分,築20年,鉄骨鉄筋コンクリート,2階,8.9万円,－,1ヶ月,1ヶ月,1K,21.52m²
プロシード西新宿（旧スペーシア西新宿）,マンション,東京都新宿区西新宿３丁目,14階建て, 京王電鉄京王線 初台駅/徒歩6分ＪＲ山手線 新宿駅/徒歩11分都営大江戸線 都庁前駅/徒歩11分,築20年,鉄骨鉄筋コンクリート,5階,17.5万円,"9,000円",1ヶ月,1ヶ月,1LDK,44.78m²
河田町ガーデン　クラブフロア,マンション,東京都新宿区河田町,41階建て, 都営新宿線 曙橋駅/徒歩4分都営大江戸線 若松河田駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩15分,築20年,鉄筋コンクリート,38階,41.59万円,"10,000円",－,1ヶ月,2LDK,93.22m²
レジデンス・ド・レイーヌ,マンション,東京都新宿区北新宿２丁目,3階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩7分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 中野坂上駅/徒歩11分,築21年,鉄筋コンクリート,3階,8.2万円,"5,000円",1ヶ月,－,1K,20.37m²
四谷シルクコート,マンション,東京都新宿区四谷４丁目,5階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分都営新宿線 曙橋駅/徒歩9分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,築21年,鉄筋コンクリート,3階,8.5万円,"3,000円",1ヶ月,1ヶ月,1K,21.15m²
アビテ曙橋,マンション,東京都新宿区住吉町,14階建て, 都営新宿線 曙橋駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,築21年,鉄骨鉄筋コンクリート,12階,11.9万円,"10,000円",－,－,1R,31.13m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,3階,13.2万円,"5,000円",－,1ヶ月,1LDK,27.98m²
パークフロント西新宿,マンション,東京都新宿区西新宿６丁目,10階建て, 都営大江戸線 西新宿五丁目駅/徒歩5分都営大江戸線 都庁前駅/徒歩5分東京メトロ丸ノ内線 西新宿駅/徒歩7分,築21年,鉄骨鉄筋コンクリート,4階,13万円,"7,000円",1ヶ月,－,1K,32.38m²
パークアクシス四谷ステージ,マンション,東京都新宿区四谷４丁目,16階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分東京メトロ丸ノ内線 四ツ谷駅/徒歩17分都営新宿線 曙橋駅/徒歩11分,築21年,鉄骨鉄筋コンクリート,3階,14.3万円,"10,000円",1ヶ月,1ヶ月,1R,32.78m²
東京都新宿区神楽坂２丁目,マンション,東京都新宿区神楽坂２丁目,9階建て, ＪＲ総武線 飯田橋駅/徒歩3分都営大江戸線 牛込神楽坂駅/徒歩7分東京メトロ東西線 神楽坂駅/徒歩9分,築21年,鉄筋コンクリート,4階,15.8万円,"10,000円",1ヶ月,1ヶ月,1LDK,39.7m²
ホームズ飯田橋,マンション,東京都新宿区神楽坂２丁目,9階建て, ＪＲ総武線 飯田橋駅/徒歩3分都営大江戸線 牛込神楽坂駅/徒歩7分東京メトロ東西線 神楽坂駅/徒歩9分,築21年,鉄筋コンクリート,4階,15.8万円,"10,000円",1ヶ月,1ヶ月,1LDK,39.7m²
東京都新宿区四谷４丁目,マンション,東京都新宿区四谷４丁目,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分東京メトロ丸ノ内線 新宿御苑前駅/徒歩9分都営新宿線 曙橋駅/徒歩12分,築22年,重量鉄骨,1階,7.5万円,"5,000円",1ヶ月,－,1K,20.7m²
パークヒルズ落合,マンション,東京都新宿区上落合１丁目,12階建て, 東京メトロ東西線 落合駅/徒歩6分西武鉄道新宿線 下落合駅/徒歩8分都営大江戸線 中井駅/徒歩10分,築23年,鉄骨鉄筋コンクリート,3階,8.2万円,"7,000円",1ヶ月,1ヶ月,1R,20.38m²
コムロンド四谷三丁目,マンション,東京都新宿区舟町,10階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩12分,築24年,鉄骨鉄筋コンクリート,4階,7.6万円,"9,000円",1ヶ月,1ヶ月,1K,21.09m²
四ツ谷ＨＯＵＳＥ,マンション,東京都新宿区若葉１丁目,3階建て, 東京メトロ丸ノ内線 四ツ谷駅/徒歩6分ＪＲ総武線 信濃町駅/徒歩12分,築24年,鉄筋コンクリート,1階,12.5万円,"5,000円",1ヶ月,1ヶ月,1DK,30.98m²
東京都新宿区荒木町,マンション,東京都新宿区荒木町,14階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分東京メトロ丸ノ内線 四ツ谷駅/徒歩13分,築25年,鉄骨鉄筋コンクリート,1階,12万円,－,1ヶ月,1ヶ月,1LDK,37.73m²
マナハウス四谷,マンション,東京都新宿区愛住町,7階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩9分東京メトロ丸ノ内線 新宿御苑前駅/徒歩9分,築25年,鉄筋コンクリート,5階,24.5万円,－,1ヶ月,－,1LDK,50.35m²
レックス神宮外苑,マンション,東京都新宿区内藤町,11階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分都営大江戸線 国立競技場駅/徒歩10分,築26年,鉄筋コンクリート,8階,13.5万円,"10,000円",1ヶ月,1ヶ月,1DK,34.14m²
コロネード市ヶ谷,マンション,東京都新宿区市谷仲之町,6階建て, 都営新宿線 曙橋駅/徒歩5分都営大江戸線 若松河田駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築26年,鉄筋コンクリート,3階,16.8万円,－,1ヶ月,2ヶ月,1LDK,50.58m²
信濃町Ⅱ番館,マンション,東京都新宿区南元町,5階建て, ＪＲ総武線 信濃町駅/徒歩3分東京メトロ銀座線 青山一丁目駅/徒歩9分ＪＲ総武線 四ツ谷駅/徒歩10分,築27年,鉄筋コンクリート,3階,11万円,"8,000円",2ヶ月,－,1K,25.42m²
東京都新宿区市谷甲良町,マンション,東京都新宿区市谷甲良町,5階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩12分,築28年,鉄骨造,2階,11.5万円,"5,000円",1ヶ月,－,1LDK,44m²
ヴィラージュ浅井,マンション,東京都新宿区市谷甲良町,5階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩12分,築28年,鉄骨造,2階,11.5万円,"5,000円",1ヶ月,－,1LDK,44m²
東京都新宿区愛住町,マンション,東京都新宿区愛住町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,築29年,鉄筋コンクリート,2階,6.7万円,"3,000円",1ヶ月,1ヶ月,1R,17m²
トーケンハイツ,マンション,東京都新宿区新宿７丁目,4階建て, 都営大江戸線 東新宿駅/徒歩7分都営大江戸線 若松河田駅/徒歩9分東京メトロ丸ノ内線 新宿三丁目駅/徒歩12分,築30年,鉄筋コンクリート,3階,5.9万円,－,"33,000円",－,1R,15m²
神崎コーポ,アパート,東京都新宿区北新宿１丁目,2階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩7分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新宿駅/徒歩15分,築30年,木造,1階,6.3万円,－,1ヶ月,1ヶ月,1K,22m²
ＨＵＮＤＲＥＤ　ＳＴＡＹ　ＲＥＳＩＤＥＮＣＥ,マンション,東京都新宿区百人町２丁目,22階建て, ＪＲ総武線 大久保駅/徒歩3分ＪＲ山手線 新大久保駅/徒歩6分東京メトロ丸ノ内線 新宿駅/徒歩15分,築30年,鉄骨鉄筋コンクリート,8階,18.4万円,"12,000円","184,000円",－,1LDK,50.05m²
クーラムハイム,マンション,東京都新宿区大京町,4階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩8分都営大江戸線 国立競技場駅/徒歩13分,築31年,鉄筋コンクリート,2階,11万円,"5,000円",1ヶ月,1ヶ月,1DK,32m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,1階,11万円,"5,000円",－,1ヶ月,1K,25.08m²
サンハイム西落合,マンション,東京都新宿区西落合３丁目,4階建て, 都営大江戸線 落合南長崎駅/徒歩4分西武池袋・豊島線 東長崎駅/徒歩8分都営大江戸線 新江古田駅/徒歩17分,築38年,鉄筋コンクリート,2階,6.4万円,－,1ヶ月,1ヶ月,1K,17.22m²
マイスタークエーレ西新宿,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分東京メトロ丸ノ内線 西新宿駅/徒歩11分都営大江戸線 都庁前駅/徒歩11分,築33年,鉄筋コンクリート,1階,11.5万円,"6,000円",1ヶ月,－,1DK,34.68m²
東京都新宿区北新宿３丁目,マンション,東京都新宿区北新宿３丁目,4階建て, 都営大江戸線 東中野駅/徒歩8分ＪＲ総武線 大久保駅/徒歩10分ＪＲ山手線 新大久保駅/徒歩14分,築34年,鉄筋コンクリート,1階,7.2万円,"3,000円",1ヶ月,－,1R,20.14m²
メゾネット四谷,マンション,東京都新宿区舟町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩3分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩13分,築34年,鉄筋コンクリート,2階,14.5万円,"4,000円",1ヶ月,－,1DK,42.63m²
東京都新宿区若松町,マンション,東京都新宿区若松町,8階建て, 都営大江戸線 若松河田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩8分東京メトロ東西線 早稲田駅/徒歩10分,築35年,鉄骨鉄筋コンクリート,7階,11万円,"8,000円",1ヶ月,1ヶ月,1LDK,44.83m²
ニューハイム早稲田,マンション,東京都新宿区早稲田町,4階建て, 東京メトロ東西線 早稲田駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩10分,築36年,鉄筋コンクリート,2階,6.5万円,－,1ヶ月,1ヶ月,1K,16.5m²
ルネ御苑プラザ,マンション,東京都新宿区新宿１丁目,14階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ副都心線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩15分,築37年,鉄骨鉄筋コンクリート,3階,8.5万円,－,1ヶ月,－,1R,21.63m²
東京都新宿区四谷坂町,マンション,東京都新宿区四谷坂町,5階建て, 都営新宿線 曙橋駅/徒歩3分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分ＪＲ総武線 四ツ谷駅/徒歩12分,築37年,鉄筋コンクリート,1階,12.8万円,"10,000円",1ヶ月,1ヶ月,2K,31.56m²
メゾン・ド・パロア,マンション,東京都新宿区中落合４丁目,4階建て, 都営大江戸線 落合南長崎駅/徒歩6分西武鉄道新宿線 中井駅/徒歩10分東京メトロ東西線 落合駅/徒歩15分,築38年,鉄筋コンクリート,1階,4.8万円,"5,000円",－,－,1R,14.69m²
サンハイツ村上,マンション,東京都新宿区西新宿８丁目,3階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分ＪＲ総武線 新宿駅/徒歩10分ＪＲ総武線 大久保駅/徒歩8分,築38年,鉄筋コンクリート,1階,13.5万円,"5,000円",1ヶ月,1ヶ月,2DK,36m²
大塚ハウス,マンション,東京都新宿区大京町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分ＪＲ総武線 信濃町駅/徒歩10分,築39年,鉄骨造,1階,7.8万円,"2,000円",1ヶ月,1ヶ月,1R,25m²
キャッスルマンション荒木町,マンション,東京都新宿区荒木町,5階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分都営新宿線 曙橋駅/徒歩7分東京メトロ丸ノ内線 四ツ谷駅/徒歩14分,築39年,鉄筋コンクリート,5階,17.5万円,－,2ヶ月,1ヶ月,3LDK,57.21m²
第三ハイツ,マンション,東京都新宿区四谷４丁目,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,築41年,鉄骨造,3階,7万円,－,1ヶ月,－,1K,19.95m²
東京都新宿区西新宿８丁目,マンション,東京都新宿区西新宿８丁目,12階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩2分都営大江戸線 都庁前駅/徒歩10分ＪＲ山手線 新宿駅/徒歩11分,築41年,鉄骨鉄筋コンクリート,11階,7万円,"5,000円",1ヶ月,1ヶ月,1R,19.5m²
四谷ガーデニア,マンション,東京都新宿区住吉町,10階建て, 都営新宿線 曙橋駅/徒歩2分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営大江戸線 若松河田駅/徒歩12分,築41年,鉄骨鉄筋コンクリート,2階,7.8万円,－,1ヶ月,1ヶ月,1R,20.25m²
パレ・エテルネル,マンション,東京都新宿区四谷４丁目,13階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分都営新宿線 曙橋駅/徒歩12分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,築41年,鉄筋コンクリート,8階,9.4万円,"5,000円",1ヶ月,1ヶ月,1K,36.89m²
第３工新ビル,マンション,東京都新宿区西新宿７丁目,10階建て, ＪＲ総武線 大久保駅/徒歩4分都営大江戸線 新宿西口駅/徒歩5分西武鉄道新宿線 西武新宿駅/徒歩7分,築41年,鉄骨鉄筋コンクリート,10階,14.4万円,"9,000円",1ヶ月,－,2K,40m²
ファインズコート北新宿,マンション,東京都新宿区北新宿４丁目,4階建て, 都営大江戸線 東中野駅/徒歩7分東京メトロ東西線 落合駅/徒歩9分ＪＲ総武線 大久保駅/徒歩12分,築42年,鉄筋コンクリート,3階,8万円,"2,000円",1ヶ月,1ヶ月,1R,20m²
第１マンション四谷,マンション,東京都新宿区須賀町,5階建て, ＪＲ総武線 信濃町駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分ＪＲ総武線 四ツ谷駅/徒歩8分,築42年,鉄筋コンクリート,3階,13.2万円,"3,000円",1ヶ月,1ヶ月,2K,46.6m²
トーカン新宿第２キャステール,マンション,東京都新宿区西新宿３丁目,11階建て, 京王電鉄京王線 初台駅/徒歩9分ＪＲ山手線 新宿駅/徒歩12分都営大江戸線 都庁前駅/徒歩6分,築43年,鉄筋コンクリート,7階,8.3万円,"5,000円","83,000円",－,1R,35.21m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,2階,13.1万円,"5,000円",－,1ヶ月,1LDK,27.31m²
東京都新宿区新宿２丁目,マンション,東京都新宿区新宿２丁目,11階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分都営新宿線 新宿三丁目駅/徒歩7分ＪＲ山手線 新宿駅/徒歩10分,築43年,鉄筋コンクリート,1階,41万円,－,1ヶ月,1ヶ月,1LDK,70.49m²
西新宿カーネル,マンション,東京都新宿区西新宿４丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩4分都営大江戸線 都庁前駅/徒歩9分東京メトロ丸ノ内線 西新宿駅/徒歩9分,築46年,鉄筋コンクリート,2階,6.8万円,－,1ヶ月,1ヶ月,1K,18.89m²
アパルトマン四谷,マンション,東京都新宿区左門町,7階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩4分都営新宿線 曙橋駅/徒歩10分ＪＲ総武線 信濃町駅/徒歩12分,築47年,鉄筋コンクリート,3階,7.9万円,"5,000円",1ヶ月,－,1K,21m²
新宿ローヤルコーポ,マンション,東京都新宿区西新宿８丁目,6階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩4分都営大江戸線 都庁前駅/徒歩8分ＪＲ山手線 新宿駅/徒歩14分,築50年,鉄筋コンクリート,6階,8.8万円,"7,000円",1ヶ月,－,2K,32.31m²
神崎荘,アパート,東京都新宿区西新宿８丁目,2階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分ＪＲ総武線 大久保駅/徒歩7分ＪＲ山手線 新宿駅/徒歩12分,築53年,木造,1階,3.9万円,－,1ヶ月,1ヶ月,1R,9.6m²
メゾンドール新宿,マンション,東京都新宿区西新宿５丁目,5階建て, 都営大江戸線 西新宿五丁目駅/徒歩3分都営大江戸線 都庁前駅/徒歩7分東京メトロ丸ノ内線 西新宿駅/徒歩10分,築54年,鉄筋コンクリート,4階,6.2万円,"3,000円",1ヶ月,－,1R,25m²
シーズンフラッツ高田馬場リバーサイドサウス,マンション,東京都新宿区高田馬場３丁目,6階建て, 西武鉄道新宿線 下落合駅/徒歩7分ＪＲ山手線 高田馬場駅/徒歩13分西武鉄道新宿線 中井駅/徒歩14分,築0年,鉄筋コンクリート,1階,11.1万円,"10,000円","111,000円",－,1K,25.48m²
パークスフィア牛込神楽坂,マンション,東京都新宿区南山伏町,13階建て, 都営大江戸線 牛込柳町駅/徒歩5分東京メトロ東西線 神楽坂駅/徒歩10分都営大江戸線 牛込神楽坂駅/徒歩7分,築1年,鉄筋コンクリート,4階,19.3万円,"15,000円",1ヶ月,－,1LDK,40.01m²
東京都新宿区荒木町,マンション,東京都新宿区荒木町,4階建て, 都営新宿線 曙橋駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分東京メトロ南北線 四ツ谷駅/徒歩10分,築2年,鉄筋コンクリート,1階,18.9万円,"10,000円",－,－,1R,39.77m²
ＰＡＳＥＯ新宿,マンション,東京都新宿区新宿６丁目,5階建て, 東京メトロ副都心線 東新宿駅/徒歩5分都営大江戸線 若松河田駅/徒歩5分東京メトロ副都心線 新宿三丁目駅/徒歩8分,築3年,鉄筋コンクリート,1階,14.4万円,"10,000円",－,－,1R,30.32m²
アルテシモ　サグラ,マンション,東京都新宿区早稲田鶴巻町,10階建て, 東京メトロ有楽町線 江戸川橋駅/徒歩7分東京メトロ東西線 早稲田駅/徒歩9分都電荒川線 早稲田駅/徒歩11分,築5年,鉄筋コンクリート,7階,11万円,"5,500円",－,1ヶ月,1K,25.47m²
フロンティア新宿タワー,マンション,東京都新宿区西新宿３丁目,24階建て, 京王電鉄京王線 初台駅/徒歩5分ＪＲ湘南新宿ライン 新宿駅/徒歩14分都営大江戸線 都庁前駅/徒歩11分,築5年,鉄筋コンクリート,6階,27.5万円,"20,000円",－,－,1LDK,49.95m²
ガーラ・プレシャス神宮外苑,マンション,東京都新宿区大京町,10階建て, ＪＲ総武線 千駄ケ谷駅/徒歩5分都営大江戸線 国立競技場駅/徒歩3分ＪＲ総武線 信濃町駅/徒歩8分,築6年,鉄筋コンクリート,2階,11.75万円,"12,000円",1ヶ月,2ヶ月,2K,27.6m²
クレイシア新宿,マンション,東京都新宿区新宿５丁目,16階建て, 東京メトロ丸ノ内線 新宿三丁目駅/徒歩3分東京メトロ丸ノ内線 新宿御苑前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩10分,築7年,鉄筋コンクリート,8階,13.4万円,"10,500円",－,1ヶ月,1K,25.44m²
東京都新宿区河田町,アパート,東京都新宿区河田町,2階建て, 都営大江戸線 若松河田駅/徒歩6分都営新宿線 曙橋駅/徒歩10分都営大江戸線 牛込柳町駅/徒歩12分,築10年,木造,2階,7万円,"2,000円",1ヶ月,－,1R,13.02m²
グリーニエ西新宿,マンション,東京都新宿区西新宿８丁目,5階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩2分都営大江戸線 都庁前駅/徒歩6分ＪＲ山手線 新宿駅/徒歩13分,築12年,鉄筋コンクリート,2階,14.6万円,"5,000円",1ヶ月,1ヶ月,1DK,37.71m²
トーシンフェニックス新宿余丁町,マンション,東京都新宿区余丁町,8階建て, 都営大江戸線 若松河田駅/徒歩6分都営大江戸線 東新宿駅/徒歩8分都営新宿線 曙橋駅/徒歩11分,築16年,鉄筋コンクリート,5階,8.1万円,"9,000円",1ヶ月,1ヶ月,1K,21.9m²
プライマル新宿若松町（旧イプセ新宿若松町）,マンション,東京都新宿区若松町,14階建て, 都営大江戸線 牛込柳町駅/徒歩4分都営大江戸線 若松河田駅/徒歩5分東京メトロ東西線 早稲田駅/徒歩12分,築16年,鉄筋コンクリート,5階,9.5万円,"12,000円",1ヶ月,－,1K,28.34m²
花園パークマンション,マンション,東京都新宿区新宿１丁目,8階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分東京メトロ丸ノ内線 新宿三丁目駅/徒歩10分,築17年,鉄筋コンクリート,3階,8.5万円,－,1ヶ月,1ヶ月,1R,22.54m²
ＺＥＳＴＹ西新宿Ⅲ,マンション,東京都新宿区西新宿３丁目,4階建て, 京王電鉄京王線 初台駅/徒歩4分ＪＲ山手線 新宿駅/徒歩19分都営大江戸線 都庁前駅/徒歩13分,築17年,鉄筋コンクリート,3階,10.2万円,"10,000円",－,－,1K,25.89m²
ＳｏＫｏ　ＰＡＲＣＯ,マンション,東京都新宿区百人町３丁目,5階建て, ＪＲ総武線 大久保駅/徒歩11分ＪＲ山手線 新大久保駅/徒歩11分ＪＲ山手線 高田馬場駅/徒歩12分,築0年,鉄筋コンクリート,1階,11万円,"5,000円",－,1ヶ月,1K,25.08m²
アーバイル西新宿,マンション,東京都新宿区西新宿４丁目,4階建て, 都営大江戸線 西新宿五丁目駅/徒歩2分都営大江戸線 都庁前駅/徒歩11分東京メトロ丸ノ内線 西新宿駅/徒歩13分,築17年,鉄筋コンクリート,2階,11.5万円,"10,000円",－,1ヶ月,1R,30.7m²
東京都新宿区若松町,マンション,東京都新宿区若松町,9階建て, 都営大江戸線 若松河田駅/徒歩3分都営大江戸線 牛込柳町駅/徒歩9分東京メトロ東西線 早稲田駅/徒歩10分,築18年,鉄骨造,6階,8.8万円,－,1ヶ月,1ヶ月,1R,25.42m²
パークウェル曙橋駅前,マンション,東京都新宿区住吉町,13階建て, 都営新宿線 曙橋駅/徒歩1分東京メトロ丸ノ内線 四谷三丁目駅/徒歩9分都営大江戸線 牛込柳町駅/徒歩13分,築18年,鉄骨鉄筋コンクリート,5階,7.9万円,"9,000円",1ヶ月,1ヶ月,1K,19.99m²
