building_name,building_type,address,floor,transport,building_age,building_materials,room_floor,rent_fee,management_fee,deposit,gift_money,house_plan,house_area,house_area_int,have_living_room,have_kitchen_room,have_dining_room,have_storage_room,have_common_room,have_gift_money,have_deposit,management_fee_int,rent_fee_int,building_age_int,transport1,transport2,transport3,have_convinient_transport,building_floor_int,room_floor_int
パインクレスト信濃町,マンション,東京都新宿区南元町,3階建て, ＪＲ総武線 信濃町駅/徒歩4分ＪＲ総武線 四ツ谷駅/徒歩12分東京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,築31年,鉄筋コンクリート,2階,15.5万円,－,1ヶ月,1ヶ月,2DK,43.81m²,43.81,0,1,1,0,0,1,1,-1.0,155.0,31, ＪＲ総武線 信濃町駅/徒歩4分,Ｒ総武線 四ツ谷駅/徒歩12分,京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,0,3,2
ウッディ信濃町,マンション,東京都新宿区南元町,5階建て, ＪＲ総武線 信濃町駅/徒歩7分都営大江戸線 国立競技場駅/徒歩12分ＪＲ総武線 四ツ谷駅/徒歩14分,築32年,鉄骨造,2階,6.5万円,"3,000円",1ヶ月,1ヶ月,1K,18.6m²,18.6,0,1,0,0,0,1,1,3.0,65.0,32, ＪＲ総武線 信濃町駅/徒歩7分,営大江戸線 国立競技場駅/徒歩12分,Ｒ総武線 四ツ谷駅/徒歩14分,1,5,2
アーバングレイス,マンション,東京都新宿区原町１丁目,3階建て, 都営大江戸線 牛込柳町駅/徒歩2分東京メトロ東西線 早稲田駅/徒歩11分都営大江戸線 若松河田駅/徒歩11分,築32年,鉄筋コンクリート,1階,12.5万円,"4,000円",1ヶ月,－,2DK,40m²,40.0,0,1,1,0,0,0,1,4.0,125.0,32, 都営大江戸線 牛込柳町駅/徒歩2分,京メトロ東西線 早稲田駅/徒歩11分,営大江戸線 若松河田駅/徒歩11分,1,3,1
メゾンブランシュ,マンション,東京都新宿区大久保１丁目,4階建て, ＪＲ山手線 新大久保駅/徒歩3分ＪＲ総武線 大久保駅/徒歩7分都営大江戸線 東新宿駅/徒歩8分,築34年,鉄筋コンクリート,1階,7万円,"4,000円",－,－,1R,18.9m²,18.9,0,0,0,0,1,0,0,4.0,70.0,34, ＪＲ山手線 新大久保駅/徒歩3分,Ｒ総武線 大久保駅/徒歩7分,営大江戸線 東新宿駅/徒歩8分,1,4,1
ユニヴェールビル,マンション,東京都新宿区四谷４丁目,4階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分東京メトロ丸ノ内線 新宿御苑前駅/徒歩5分都営新宿線 曙橋駅/徒歩11分,築35年,鉄骨鉄筋コンクリート,2階,7万円,－,1ヶ月,1ヶ月,1R,17.23m²,17.23,0,0,0,0,1,1,1,-1.0,70.0,35, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,京メトロ丸ノ内線 新宿御苑前駅/徒歩5分,営新宿線 曙橋駅/徒歩11分,0,4,2
ハイツオーロラ,マンション,東京都新宿区愛住町,3階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分都営新宿線 曙橋駅/徒歩5分東京メトロ丸ノ内線 新宿御苑前駅/徒歩12分,築35年,鉄骨造,3階,7万円,－,1ヶ月,－,1R,13.5m²,13.5,0,0,0,0,1,0,1,-1.0,70.0,35, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分,営新宿線 曙橋駅/徒歩5分,京メトロ丸ノ内線 新宿御苑前駅/徒歩12分,0,3,3
落合ミュージックハイム,マンション,東京都新宿区上落合２丁目,3階建て, 都営大江戸線 中井駅/徒歩3分東京メトロ東西線 落合駅/徒歩6分西武鉄道新宿線 下落合駅/徒歩10分,築39年,鉄筋コンクリート,2階,6万円,"5,000円",1ヶ月,1ヶ月,1R,16m²,16.0,0,0,0,0,1,1,1,5.0,60.0,39, 都営大江戸線 中井駅/徒歩3分,京メトロ東西線 落合駅/徒歩6分,武鉄道新宿線 下落合駅/徒歩10分,1,3,2
ライオンズマンション新宿御苑第２,マンション,東京都新宿区新宿２丁目,11階建て, 都営新宿線 新宿三丁目駅/徒歩2分東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分ＪＲ山手線 新宿駅/徒歩13分,築40年,鉄骨鉄筋コンクリート,10階,10.8万円,"10,000円",1ヶ月,－,1DK,29.92m²,29.92,0,1,1,0,0,0,1,10.0,108.0,40, 都営新宿線 新宿三丁目駅/徒歩2分,京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,Ｒ山手線 新宿駅/徒歩13分,1,11,10
メゾン・ド・バルセル,マンション,東京都新宿区下落合３丁目,4階建て, ＪＲ山手線 目白駅/徒歩4分東京メトロ副都心線 雑司が谷駅/徒歩13分ＪＲ山手線 高田馬場駅/徒歩14分,築42年,鉄筋コンクリート,2階,5.9万円,"5,000円",－,－,1R,18.83m²,18.83,0,0,0,0,1,0,0,5.0,59.0,42, ＪＲ山手線 目白駅/徒歩4分,京メトロ副都心線 雑司が谷駅/徒歩13分,Ｒ山手線 高田馬場駅/徒歩14分,1,4,2
カーサ富久町,マンション,東京都新宿区富久町,10階建て, 都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 四谷三丁目駅/徒歩8分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,築43年,鉄骨鉄筋コンクリート,3階,8.3万円,－,2ヶ月,1ヶ月,1DK,25m²,25.0,0,1,1,0,0,1,1,-1.0,83.0,43, 都営新宿線 曙橋駅/徒歩6分,京メトロ丸ノ内線 四谷三丁目駅/徒歩8分,京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,0,10,3
ファミール西新宿,マンション,東京都新宿区西新宿３丁目,15階建て, ＪＲ山手線 新宿駅/徒歩12分小田急小田原線 参宮橋駅/徒歩13分京王電鉄京王線 初台駅/徒歩12分,築43年,鉄骨鉄筋コンクリート,3階,15万円,－,1ヶ月,1ヶ月,1LDK,49.71m²,49.71,1,1,1,0,0,1,1,-1.0,150.0,43, ＪＲ山手線 新宿駅/徒歩12分,田急小田原線 参宮橋駅/徒歩13分,王電鉄京王線 初台駅/徒歩12分,1,15,3
シャトレ市ヶ谷,マンション,東京都新宿区富久町,14階建て, 都営新宿線 曙橋駅/徒歩8分東京メトロ丸ノ内線 新宿御苑前駅/徒歩8分東京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,築52年,鉄骨鉄筋コンクリート,7階,12万円,"8,000円",1ヶ月,1ヶ月,1K,36.51m²,36.51,0,1,0,0,0,1,1,8.0,120.0,52, 都営新宿線 曙橋駅/徒歩8分,京メトロ丸ノ内線 新宿御苑前駅/徒歩8分,京メトロ丸ノ内線 四谷三丁目駅/徒歩10分,0,14,7
ブランカ,マンション,東京都新宿区四谷４丁目,4階建て, 都営新宿線 曙橋駅/徒歩5分東京メトロ丸ノ内線 四谷三丁目駅/徒歩7分東京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,築53年,鉄筋コンクリート,1階,7.1万円,"3,000円",1ヶ月,1ヶ月,1R,18.77m²,18.77,0,0,0,0,1,1,1,3.0,71.0,53, 都営新宿線 曙橋駅/徒歩5分,京メトロ丸ノ内線 四谷三丁目駅/徒歩7分,京メトロ丸ノ内線 新宿御苑前駅/徒歩10分,0,4,1
東京都新宿区新宿７丁目,アパート,東京都新宿区新宿７丁目,3階建て, 東京メトロ副都心線 東新宿駅/徒歩4分ＪＲ山手線 新大久保駅/徒歩14分西武鉄道新宿線 西武新宿駅/徒歩12分,築2年,軽量鉄骨,2階,12万円,－,0.5ヶ月,0.5ヶ月,1K,26.72m²,26.72,0,1,0,0,0,1,1,-1.0,120.0,2, 東京メトロ副都心線 東新宿駅/徒歩4分,Ｒ山手線 新大久保駅/徒歩14分,武鉄道新宿線 西武新宿駅/徒歩12分,1,3,2
ミレドゥーエ新宿中落合,マンション,東京都新宿区中落合２丁目,4階建て, 西武鉄道新宿線 下落合駅/徒歩9分西武鉄道新宿線 中井駅/徒歩10分西武池袋・豊島線 椎名町駅/徒歩11分,築2年,鉄筋コンクリート,3階,15万円,"15,000円",－,－,1LDK,35.45m²,35.45,1,1,1,0,0,0,0,15.0,150.0,2, 西武鉄道新宿線 下落合駅/徒歩9分,武鉄道新宿線 中井駅/徒歩10分,武池袋・豊島線 椎名町駅/徒歩11分,0,4,3
東京都新宿区北新宿２丁目,マンション,東京都新宿区北新宿２丁目,3階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩7分東京メトロ丸ノ内線 中野坂上駅/徒歩8分ＪＲ総武線 大久保駅/徒歩12分,築4年,鉄骨造,3階,11.3万円,"3,000円",1ヶ月,－,1R,30m²,30.0,0,0,0,0,1,0,1,3.0,113.0,4, 東京メトロ丸ノ内線 西新宿駅/徒歩7分,京メトロ丸ノ内線 中野坂上駅/徒歩8分,Ｒ総武線 大久保駅/徒歩12分,0,3,3
ブリランテ西新宿,マンション,東京都新宿区西新宿３丁目,3階建て, 京王電鉄京王線 初台駅/徒歩6分都営大江戸線 都庁前駅/徒歩11分都営大江戸線 西新宿五丁目駅/徒歩12分,築4年,鉄骨造,2階,16.6万円,"4,000円",1ヶ月,1ヶ月,1LDK,48.53m²,48.53,1,1,1,0,0,1,1,4.0,166.0,4, 京王電鉄京王線 初台駅/徒歩6分,営大江戸線 都庁前駅/徒歩11分,営大江戸線 西新宿五丁目駅/徒歩12分,1,3,2
ＡＸＡＳレジデンス外苑,マンション,東京都新宿区南元町,7階建て, ＪＲ総武線 信濃町駅/徒歩6分都営大江戸線 国立競技場駅/徒歩11分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築4年,鉄筋コンクリート,3階,17万円,"15,000円",1ヶ月,－,1LDK,45.17m²,45.17,1,1,1,0,0,0,1,15.0,170.0,4, ＪＲ総武線 信濃町駅/徒歩6分,営大江戸線 国立競技場駅/徒歩11分,京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,1,7,3
Ｎビル上落合,マンション,東京都新宿区上落合１丁目,5階建て, 西武鉄道新宿線 下落合駅/徒歩2分,築4年,鉄筋コンクリート,4階,17.4万円,"11,000円",－,1ヶ月,1LDK,49.44m²,49.44,1,1,1,0,0,1,0,11.0,174.0,4, 西武鉄道新宿線 下落合駅/徒歩2分,,,0,5,4
オーギュメント牛込神楽坂,マンション,東京都新宿区北山伏町,10階建て, 都営大江戸線 牛込柳町駅/徒歩5分都営大江戸線 牛込神楽坂駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩11分,築5年,鉄筋コンクリート,3階,17万円,"8,000円",1ヶ月,1ヶ月,1LDK,35.7m²,35.7,1,1,1,0,0,1,1,8.0,170.0,5, 都営大江戸線 牛込柳町駅/徒歩5分,営大江戸線 牛込神楽坂駅/徒歩8分,京メトロ東西線 神楽坂駅/徒歩11分,1,10,3
東京都新宿区高田馬場３丁目,アパート,東京都新宿区高田馬場３丁目,3階建て, 西武鉄道新宿線 下落合駅/徒歩7分ＪＲ山手線 高田馬場駅/徒歩10分西武鉄道新宿線 中井駅/徒歩16分,築6年,軽量鉄骨,2階,9.9万円,"5,000円",－,1ヶ月,1K,27.92m²,27.92,0,1,0,0,0,1,0,5.0,99.0,6, 西武鉄道新宿線 下落合駅/徒歩7分,Ｒ山手線 高田馬場駅/徒歩10分,武鉄道新宿線 中井駅/徒歩16分,1,3,2
ルーブル新宿原町,マンション,東京都新宿区原町３丁目,12階建て, 都営大江戸線 若松河田駅/徒歩4分都営大江戸線 牛込柳町駅/徒歩4分東京メトロ東西線 早稲田駅/徒歩12分,築6年,鉄筋コンクリート,5階,10.2万円,"9,000円",－,1ヶ月,1K,25.69m²,25.69,0,1,0,0,0,1,0,9.0,102.0,6, 都営大江戸線 若松河田駅/徒歩4分,営大江戸線 牛込柳町駅/徒歩4分,京メトロ東西線 早稲田駅/徒歩12分,1,12,5
プレミアムキューブＧ四谷左門町,マンション,東京都新宿区左門町,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分ＪＲ総武線 信濃町駅/徒歩7分ＪＲ総武線 四ツ谷駅/徒歩15分,築10年,鉄筋コンクリート,7階,11.4万円,"18,000円",－,"114,000円",1R,25.56m²,25.56,0,0,0,0,1,1,0,18.0,114.0,10, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩5分,Ｒ総武線 信濃町駅/徒歩7分,Ｒ総武線 四ツ谷駅/徒歩15分,0,13,7
東京都新宿区弁天町,マンション,東京都新宿区弁天町,4階建て, 東京メトロ東西線 早稲田駅/徒歩8分東京メトロ東西線 神楽坂駅/徒歩8分都営大江戸線 牛込柳町駅/徒歩9分,築11年,鉄骨造,1階,8.8万円,"3,000円",1ヶ月,1ヶ月,1R,24.84m²,24.84,0,0,0,0,1,1,1,3.0,88.0,11, 東京メトロ東西線 早稲田駅/徒歩8分,京メトロ東西線 神楽坂駅/徒歩8分,営大江戸線 牛込柳町駅/徒歩9分,1,4,1
ルリオン西新宿,マンション,東京都新宿区西新宿５丁目,13階建て, 都営大江戸線 西新宿五丁目駅/徒歩1分都営大江戸線 都庁前駅/徒歩10分東京メトロ丸ノ内線 中野坂上駅/徒歩12分,築11年,鉄筋コンクリート,13階,10.8万円,－,1ヶ月,1ヶ月,1R,26.82m²,26.82,0,0,0,0,1,1,1,-1.0,108.0,11, 都営大江戸線 西新宿五丁目駅/徒歩1分,営大江戸線 都庁前駅/徒歩10分,京メトロ丸ノ内線 中野坂上駅/徒歩12分,1,13,13
ラ・トゥール新宿グランド,マンション,東京都新宿区西新宿８丁目,40階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩3分都営大江戸線 都庁前駅/徒歩7分ＪＲ山手線 新宿駅/徒歩14分,築11年,鉄骨鉄筋コンクリート,8階,27.2万円,－,2ヶ月,－,1K,39m²,39.0,0,1,0,0,0,0,1,-1.0,272.0,11, 東京メトロ丸ノ内線 西新宿駅/徒歩3分,営大江戸線 都庁前駅/徒歩7分,Ｒ山手線 新宿駅/徒歩14分,1,40,8
ｆｅｅｔｈ神楽坂,マンション,東京都新宿区北山伏町,7階建て, 都営大江戸線 牛込神楽坂駅/徒歩4分東京メトロ東西線 神楽坂駅/徒歩8分都営大江戸線 牛込柳町駅/徒歩9分,築13年,鉄筋コンクリート,2階,18.5万円,－,"185,000円","185,000円",1LDK,45.89m²,45.89,1,1,1,0,0,1,1,-1.0,185.0,13, 都営大江戸線 牛込神楽坂駅/徒歩4分,京メトロ東西線 神楽坂駅/徒歩8分,営大江戸線 牛込柳町駅/徒歩9分,1,7,2
ドミール北新宿２,マンション,東京都新宿区北新宿１丁目,12階建て, ＪＲ総武線 大久保駅/徒歩3分ＪＲ山手線 新大久保駅/徒歩7分西武鉄道新宿線 西武新宿駅/徒歩9分,築14年,鉄骨鉄筋コンクリート,9階,8.5万円,"8,500円",1ヶ月,1ヶ月,1K,21m²,21.0,0,1,0,0,0,1,1,8.5,85.0,14, ＪＲ総武線 大久保駅/徒歩3分,Ｒ山手線 新大久保駅/徒歩7分,武鉄道新宿線 西武新宿駅/徒歩9分,1,12,9
カスタリア市ヶ谷,マンション,東京都新宿区市谷薬王寺町,6階建て, 都営大江戸線 牛込柳町駅/徒歩5分都営新宿線 曙橋駅/徒歩10分都営大江戸線 若松河田駅/徒歩13分,築14年,鉄筋コンクリート,1階,10.6万円,"10,000円",1ヶ月,－,1R,24.29m²,24.29,0,0,0,0,1,0,1,10.0,106.0,14, 都営大江戸線 牛込柳町駅/徒歩5分,営新宿線 曙橋駅/徒歩10分,営大江戸線 若松河田駅/徒歩13分,1,6,1
東京都新宿区市谷薬王寺町,マンション,東京都新宿区市谷薬王寺町,6階建て, 都営大江戸線 牛込柳町駅/徒歩5分都営新宿線 曙橋駅/徒歩10分都営大江戸線 若松河田駅/徒歩13分,築14年,鉄筋コンクリート,1階,10.6万円,"10,000円",1ヶ月,－,1R,24.29m²,24.29,0,0,0,0,1,0,1,10.0,106.0,14, 都営大江戸線 牛込柳町駅/徒歩5分,営新宿線 曙橋駅/徒歩10分,営大江戸線 若松河田駅/徒歩13分,1,6,1
メゾン　ジャルダン南館,アパート,東京都新宿区愛住町,2階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分都営新宿線 曙橋駅/徒歩6分東京メトロ丸ノ内線 新宿御苑前駅/徒歩9分,築15年,軽量鉄骨,1階,8.8万円,"3,000円",1ヶ月,1ヶ月,1K,26.49m²,26.49,0,1,0,0,0,1,1,3.0,88.0,15, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩6分,営新宿線 曙橋駅/徒歩6分,京メトロ丸ノ内線 新宿御苑前駅/徒歩9分,0,2,1
ラ・ステージ坂町,マンション,東京都新宿区四谷坂町,6階建て, 都営新宿線 曙橋駅/徒歩5分東京メトロ丸ノ内線 四ツ谷駅/徒歩12分東京メトロ丸ノ内線 四谷三丁目駅/徒歩11分,築15年,鉄筋コンクリート,5階,13.2万円,"15,000円",－,1ヶ月,1R,33.09m²,33.09,0,0,0,0,1,1,0,15.0,132.0,15, 都営新宿線 曙橋駅/徒歩5分,京メトロ丸ノ内線 四ツ谷駅/徒歩12分,京メトロ丸ノ内線 四谷三丁目駅/徒歩11分,0,6,5
セルクル落合,マンション,東京都新宿区上落合１丁目,14階建て, 東京メトロ東西線 落合駅/徒歩5分ＪＲ総武線 東中野駅/徒歩12分都営大江戸線 中井駅/徒歩11分,築16年,鉄筋コンクリート,10階,12.9万円,"10,000円",1ヶ月,1ヶ月,1LDK,43.52m²,43.52,1,1,1,0,0,1,1,10.0,129.0,16, 東京メトロ東西線 落合駅/徒歩5分,Ｒ総武線 東中野駅/徒歩12分,営大江戸線 中井駅/徒歩11分,1,14,10
新宿７丁目マンション,マンション,東京都新宿区新宿７丁目,3階建て, 都営大江戸線 東新宿駅/徒歩4分都営大江戸線 若松河田駅/徒歩8分東京メトロ副都心線 西早稲田駅/徒歩13分,築16年,鉄筋コンクリート,2階,14.8万円,"8,000円",1ヶ月,1ヶ月,1LDK,38.07m²,38.07,1,1,1,0,0,1,1,8.0,148.0,16, 都営大江戸線 東新宿駅/徒歩4分,営大江戸線 若松河田駅/徒歩8分,京メトロ副都心線 西早稲田駅/徒歩13分,1,3,2
ＨＦ西新宿レジデンスＥＡＳＴ,マンション,東京都新宿区西新宿８丁目,13階建て, 東京メトロ丸ノ内線 西新宿駅/徒歩5分ＪＲ総武線 大久保駅/徒歩7分西武鉄道新宿線 西武新宿駅/徒歩7分,築16年,鉄筋コンクリート,7階,15.3万円,"12,000円",1ヶ月,－,1LDK,37.72m²,37.72,1,1,1,0,0,0,1,12.0,153.0,16, 東京メトロ丸ノ内線 西新宿駅/徒歩5分,Ｒ総武線 大久保駅/徒歩7分,武鉄道新宿線 西武新宿駅/徒歩7分,0,13,7
ファーストリアルタワー新宿,マンション,東京都新宿区西新宿７丁目,32階建て, 都営大江戸線 新宿西口駅/徒歩4分ＪＲ山手線 新宿駅/徒歩8分ＪＲ総武線 大久保駅/徒歩6分,築17年,鉄筋コンクリート,8階,12.8万円,"10,000円",1ヶ月,－,1K,25.76m²,25.76,0,1,0,0,0,0,1,10.0,128.0,17, 都営大江戸線 新宿西口駅/徒歩4分,Ｒ山手線 新宿駅/徒歩8分,Ｒ総武線 大久保駅/徒歩6分,1,32,8
ＡＰＡガーデンズ新宿戸山公園,マンション,東京都新宿区新宿７丁目,11階建て, 都営大江戸線 東新宿駅/徒歩6分ＪＲ山手線 新大久保駅/徒歩11分東京メトロ副都心線 西早稲田駅/徒歩15分,築18年,鉄骨鉄筋コンクリート,1階,11万円,"12,000円",－,－,1DK,30.91m²,30.91,0,1,1,0,0,0,0,12.0,110.0,18, 都営大江戸線 東新宿駅/徒歩6分,Ｒ山手線 新大久保駅/徒歩11分,京メトロ副都心線 西早稲田駅/徒歩15分,1,11,1
コンシェリアＲ四谷,マンション,東京都新宿区左門町,13階建て, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分ＪＲ総武線 信濃町駅/徒歩9分中央本線（ＪＲ東日本） 四ツ谷駅/徒歩14分,築20年,鉄骨鉄筋コンクリート,5階,10.5万円,"10,000円",－,1ヶ月,1R,25.15m²,25.15,0,0,0,0,1,1,0,10.0,105.0,20, 東京メトロ丸ノ内線 四谷三丁目駅/徒歩2分,Ｒ総武線 信濃町駅/徒歩9分,央本線（ＪＲ東日本） 四ツ谷駅/徒歩14分,0,13,5
ルネ新宿御苑タワー,マンション,東京都新宿区新宿１丁目,25階建て, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分東京メトロ副都心線 新宿三丁目駅/徒歩7分東京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,築20年,鉄骨造,13階,12.9万円,－,"129,000円","129,000円",1R,28.3m²,28.3,0,0,0,0,1,1,1,-1.0,129.0,20, 東京メトロ丸ノ内線 新宿御苑前駅/徒歩4分,京メトロ副都心線 新宿三丁目駅/徒歩7分,京メトロ丸ノ内線 四谷三丁目駅/徒歩12分,0,25,13
東京都新宿区北新宿１丁目,アパート,東京都新宿区北新宿１丁目,2階建て, ＪＲ総武線 大久保駅/徒歩8分ＪＲ山手線 新大久保駅/徒歩10分東京メトロ丸ノ内線 西新宿駅/徒歩11分,築21年,木造,1階,7.5万円,"3,000円",－,1ヶ月,1K,16.95m²,16.95,0,1,0,0,0,1,0,3.0,75.0,21, ＪＲ総武線 大久保駅/徒歩8分,Ｒ山手線 新大久保駅/徒歩10分,京メトロ丸ノ内線 西新宿駅/徒歩11分,1,2,1
